index,original,translation,scores,mean,z_scores,z_mean,QE_score
585,Divine Itinerancy is a documentary feature produced by the Lalit Kala Akademi as part of their project ‘Preservance and Digitising the Art Activities during Puja Festival in Kolkata’.,?????? ?????????? ?? ?????????? ?? ???? ???? ??? ?????? ?? ???? ???????? '??????? ??? ???? ????? ?? ????? ??? ?????????? ?? ??????? ?? ???????????' ?? ?????? ?? ??? ??? ????? ???? ???,"[95, 95, 65, 80]",83.75,"[0.5387802100780963, 0.6151157815355373, -0.736865898144417, 0.52302708741803]",0.235014295,0.725048125
586,"Additional evidence of international trade includes the use of the blue lapis lazuli pigment to depict foreigners in the Ajanta paintings, which must have been imported from Afghanistan or Iran.","????????????? ??????? ?? ???????? ????????? ??? ????? ??????? ??? ????????? ?? ??????? ???? ?? ??? ???? ????? ?????? ????? ?? ????? ????? ??, ???? ??????????? ?? ???? ?? ???? ???? ??? ?????","[95, 100, 59, 61]",78.75,"[0.5387802100780963, 1.0516777272669333, -1.3524597980144393, -1.1821058331280516]",-0.236026923,0.704502881
587,"Beads of Agate found in Kaushambi, Uttar Pradesh, India between 3rd Century BCE-6th Century CE.","???????, ????? ??????, ???? ??? ????? ??????? ??? ?????-??? ??????? ?? ??? ???? ?? ???? ??? ???","[95, 85, 70, 90]",85,"[0.5387802100780963, -0.2580081099272549, -0.22387098158606503, 1.4204654666528096]",0.369341646,0.702136457
588,They can be vegetables placed upon cotton cloth for drying.,?????? ????? ?? ??? ???? ????? ?? ???????? ??? ?? ???? ????,"[95, 90, 80, 85]",87.5,"[0.5387802100780963, 0.17855383580414114, 0.8021188515306389, 0.9717462770354197]",0.622799794,0.700323701
589,"Of the numerous shelters, the Auditorium cave is one of the significant features of the site.",???? ??????? ??? ?? ?????? ???? ???? ?? ?????????? ????????? ??? ?? ?? ???,"[95, 95, 70, 68]",82,"[0.5387802100780963, 0.6151157815355373, -0.22387098158606503, -0.5538989676637058]",0.094031511,0.66843164
590,This is a stone sculpture in which the lower portion of the image is preserved.,?? ?? ????? ?? ?????? ?? ?????? ??? ?? ????? ?????? ???????? ???,"[100, 100, 78, 85]",90.75,"[0.9691158411308884, 1.0516777272669333, 0.5969208849072981, 0.9717462770354197]",0.897365183,0.734080672
591,"They have been variously dated, mostly between from late 5th to late 8th century AD, largely based on the dating of other cave temples in the Deccan region.","?? ??????? ?? ???? ??????? ?????? ?? 5 ??? ??????? ?? ????????? ?? ???? 8 ??? ??????? ?? ????????? ?? ????????? ?? ?? ??, ?? ??????? ????? ??????? ?? ???? ???? ??????? ?? ???? ?? ?????? ???","[95, 95, 55, 53]",74.5,"[0.5387802100780963, 0.6151157815355373, -1.762855731261121, -1.9000565365158755]",-0.627254069,0.686534762
592,"By awarding them global recognition, UNESCO understood their contribution to the idea of India.",?????? ??????? ??????? ?????? ???? ???????? ?? ???? ?? ????? ??? ???? ?????? ?? ?????,"[95, 95, 78, 85]",88.25,"[0.5387802100780963, 0.6151157815355373, 0.5969208849072981, 0.9717462770354197]",0.680640788,0.761430681
593,"It was to recall the 275th day of his 25th regal year (1010 CE) when Raja Raja Chola (985–1014 CE) handed over a gold-plated kalasam (copper pot or finial) for the final consecration to crown the vimana, the 59.82-metre tall tower above the sanctum.","?? ???? 25??? ???? ???? (1010 ???) ?? 275??? ??? ?? ??? ???? ?? ??? ??, ?? ???? ???? ??? (985-1014 ???) ?? ????? ??????? ?? ??? ?? ???? ?? ??? (????? ?? ????? ?? ???) ???? ??, ?? ????? ?? ??? 59.82 ???? ???? ???? ???","[75, 75, 71, 69]",72.5,"[-1.1825623141330726, -1.1311320013900472, -0.12127199827439462, -0.4641551297402278]",-0.724780361,0.482721508
594,"Villers Stuart calls it ""an ideal site"", and adds, ""If I were asked where the most perfect modern garden on a medium scale could be devised, I should answer without hesitation, Achabal"".","""???? ?? ???????? ??? ?? ????? ???? ????? ??? ?? ???? ???,"" ""??? ????? ???? ??? ?? ????? ???? ?? ???? ???? ?????? ?????? ???? ????? ???? ?? ???? ??, ?? ???? ???? ????????? ?? ???? ???? ?????, ?????""","[80, 80, 66, 68]",73.5,"[-0.7522266830802803, -0.694570055658651, -0.6342669148327466, -0.5538989676637058]",-0.658740655,0.649499655
595,"The doms live a double life- while they are victims of prejudice and stigma owing to their vocation, they are also considered indispensable, and many people's pathway to liberation, because it is their job to provide the sacred fire that lights the funeral pyre.","????? ????? ?????? ???? ???-???? ?? ???? ??????? ?? ???? ?????????? ?? ???? ?? ????? ???, ?????? ????????? ?? ???? ???? ??, ?? ?????? ?? ??? ?? ????? ?? ?????, ??????? ?? ?????? ????? ?????? ???? ???? ??? ?? ?? ???? ?? ????? ???","[90, 80, 60, 62]",73,"[0.10844457902530406, -0.694570055658651, -1.249860814702769, -1.0923619952045736]",-0.732087072,0.548396289
596,VICHITRA VEENA in North India,????? ???? ??? ???????? ????,"[100, 100, 56, 87]",85.75,"[0.9691158411308884, 1.0516777272669333, -1.6602567479494506, 1.1512339528823756]",0.377942693,0.62880075
597,"Outside the temple compound, to its east-south-east, is a colonnaded market street almost one kilometre (0.62 mi) long; all of which is now in ruins.","????? ????? ?? ????, ???? ?????-??????-????? ???, ???? ?? ???????? (0.62 ???) ???? ????? ???? ??, ?? ?? ????? ??? ???","[85, 80, 66, 64]",73.75,"[-0.32189105202748813, -0.694570055658651, -0.6342669148327466, -0.9128743193576176]",-0.640900585,0.679279387
598,"Pattachitra, Madhubani painting, Mysore painting, Rajput painting, Tanjore painting and Mughal painting are some notable Genres of Indian Art; while Nandalal Bose, M. F. Husain, S. H. Raza, Geeta Vadhera, Jamini Roy and B. Venkatappa are some modern painters.","??????????, ?????? ???????, ????? ???????, ?????? ???????, ????? ??????? ?? ???? ??????? ?????? ??? ?? ??? ????????? ???? ??? ???? ?????? ???, ?? ?? ?????, ?? ?? ???, ???? ?????, ?????? ??? ?? ?? ????????? ??? ?????? ???????? ????","[100, 100, 62, 63]",81.25,"[0.9691158411308884, 1.0516777272669333, -1.0446628480794282, -1.0026181572810957]",-0.006621859,0.590370059
599,"Some of the important buildings of the royal enclave are surround by it including, Khwabgah (House of Dreams) Akbar's residence, Panch Mahal, a five-storey palace, Diwan-i-Khas(Hall of Private Audience), Ankh Michauli and the Astrologer's Seat, in the south-west corner of the Pachisi Court.","???? ???????? ?? ??? ?????????? ??????? ???? ????? ???, ?????? ???????? (????? ?? ??) ???? ?? ?????, ??? ???, ???? ?????? ???, ?????-?-??? (???? ??????? ?? ???), ??? ?????? ?? ????? ????? ?? ??????-?????? ???? ??? ??????????? ??? ????? ????","[85, 85, 61, 64]",73.75,"[-0.32189105202748813, -0.2580081099272549, -1.1472618313910985, -0.9128743193576176]",-0.660008828,0.640355349
600,"A Letter was handwritten on a paper in Hindi Literature by Sumitranandan Pant on the letter head of the literary journal ""Rupabh"" (two leaves) in India on 24.07.1935.","???????????? ??? ?? 24 ?????, 1935 ?? ???? ??? ????????? ??????? ???? (?? ?????) ?? ???? ??? ?? ????? ??????? ??? ?? ???? ???? ???","[90, 90, 83, 89]",88,"[0.10844457902530406, 0.17855383580414114, 1.10991580146565, 1.3307216287293318]",0.681908961,0.645946503
601,"Going through this paper knows about some important points which is necessary for music, i.",?? ???? ?? ?????? ?? ???? ?? ????? ?? ??? ?????? ??? ?????????? ??????? ?? ???? ??? ??? ???? ???,"[80, 75, 68, 75]",74.5,"[-0.7522266830802803, -1.1311320013900472, -0.42906894820940583, 0.07430789780064002]",-0.559529934,0.707852602
602,"Criterion (i): A unique artistic achievement, the temple has raised up those lovely legends which are affiliated everywhere with absolute works of art: its construction caused the mobilization of 1,200 workers for 12 years.","?????? (i): ?? ????? ??????? ???????, ????? ?? ?? ?????? ??????????? ?? ????? ?? ?? ?? ??? ??? ?? ????? ??????? ?? ??? ?????? ???? ???? ??????? ?? 12 ?????? ?? 1,200 ???????? ?? ???????","[95, 95, 69, 70]",82.25,"[0.5387802100780963, 0.6151157815355373, -0.32646996489773544, -0.3744112918167498]",0.113253684,0.64428097
603,The fort was invaded and captured by the Maratha Empire in the early 18th century.,18??? ??????? ?? ?????? ??? ????? ????????? ?? ?? ???? ?? ?????? ?? ????? ?? ???? ???,"[95, 100, 65, 67]",81.75,"[0.5387802100780963, 1.0516777272669333, -0.736865898144417, -0.6436428055871838]",0.052487308,0.762337029
604,"However, this time the begum’s offer was declined by the colonial authority as they were invested in following a strategy of in-situ preservation and conservation of monuments.","???????, ?? ??? ???? ?? ????? ?? ????????? ????????? ?????? ???????? ?? ???? ??? ?? ??????? ?????? ???????? ?? ???????? ??????? ?? ??????? ?? ?????? ?? ???? ???? ??? ????? ???? ??? ???","[95, 90, 72, 77]",83.5,"[0.5387802100780963, 0.17855383580414114, -0.018673014962724235, 0.253795573647596]",0.238114151,0.679164231
605,It is believed to be one of the very few,??? ???? ???? ?? ?? ?? ???? ?? ????? ??? ?? ?? ??,"[70, 85, 57, 72]",71,"[-1.6128979451858647, -0.2580081099272549, -1.5576577646377803, -0.1949236159697939]",-0.905871859,0.757730067
606,"Currently, the line runs for 7.2 km (4.5 mi), up to the foothill station of Kallar, where the rack rail portion begins.","??????? ???, ?? ???? ????? ?? ????? ?????? ?? 7.2 ???? (4.5 ???) ?? ???? ??, ???? ??? ??? ??? ???? ???? ???","[95, 100, 60, 58]",78.25,"[0.5387802100780963, 1.0516777272669333, -1.249860814702769, -1.4513373468984856]",-0.277685056,0.682703793
607,"Fahim, who not only grew up with his son, but later also died alongside one of Rahim's own sons, Feroze Khan, while fighting against the rebellion of Mughal general Mahabat Khan in 1625/26, during the reign of Jahangir.","????, ?? ? ???? ???? ???? ?? ??? ???? ???, ????? ??? ??? ???? ?? ???? ????? ??? ?? ??, ????? ??? ?? ??? ?? 1625/26 ??? ???? ???? ????? ??? ?? ??????? ?? ????? ????? ???, ??????? ?? ??????? ?? ????? ?? ???","[95, 95, 78, 76]",86,"[0.5387802100780963, 0.6151157815355373, 0.5969208849072981, 0.164051735724118]",0.478717153,0.665077388
608,Kirti Stambha (Tower of Fame) is a 22-metre-high (72 ft) tower built on a 30-foot (9.1 m) base with 15 feet (4.6 m) at the top; it is adorned with Jain sculptures on the outside and is older (probably 12th century) and smaller than the Victory Tower.,?????? ?????? (???? ?? ???) ?? 22 ???? ???? (72 ???) ???? ?? ?? 30 ??? (9.1 ????) ?? ???? ?? ??? ?? ?? ????? 15 ??? (4.6 ????) ???? ???,"[70, 60, 50, 48]",57,"[-1.6128979451858647, -2.4408178385842354, -2.275850647819473, -2.3487757261332654]",-2.169585539,0.525980413
609,"The details about the life of Kabir are shrouded in uncertainty. There are differing opinions, contrasting facts and multiple legends about his life. Even sources discussing his life are scanty.","???? ?? ???? ?? ???? ??? ????? ?????????? ??? ???? ??? ??? ???? ???? ?? ???? ??? ???-??? ??? ???, ?????????? ???? ??? ?? ?? ??????????? ???? ???? ?? ?? ???? ???? ?? ????? ???? ???? ????? ?? ?? ????","[95, 95, 51, 51]",73,"[0.5387802100780963, 0.6151157815355373, -2.1732516645078026, -2.079544212362831]",-0.774724971,0.665353358
610,The surviving structure has three tiers of six pidas each.,????? ?????? ??? ?? ????? ?? ??? ???? ???? ????,"[75, 80, 70, 76]",75.25,"[-1.1825623141330726, -0.694570055658651, -0.22387098158606503, 0.164051735724118]",-0.484237904,0.671946347
611,Therefore adequate protection and management measures need to be systematically implemented at the buffer zone.,????? ??? ??? ??? ???????? ??????? ?? ??????? ?????? ?? ????????? ??? ?? ???? ???? ?? ???????? ???,"[95, 90, 69, 80]",83.5,"[0.5387802100780963, 0.17855383580414114, -0.32646996489773544, 0.52302708741803]",0.228472792,0.713112533
612,"Though not very common, the city receives snow at least once during the three winter months of December, January and February.","??????? ???? ?? ???? ??, ????? ??????, ????? ?? ????? ?? ??? ???????? ?? ?????? ?? ????? ??? ??? ?? ?? ?? ?? ??? ???????? ???? ???","[90, 95, 69, 72]",81.5,"[0.10844457902530406, 0.6151157815355373, -0.32646996489773544, -0.1949236159697939]",0.050541695,0.751431644
613,This is an architectural stone depicting the four-armed Shiva on one side.,?? ?? ????????????? ????? ?? ?? ?? ??? ??? ?????? ???? ??? ?? ??????? ???,"[90, 90, 66, 85]",82.75,"[0.10844457902530406, 0.17855383580414114, -0.6342669148327466, 0.9717462770354197]",0.156119444,0.738205969
614,"Annoyed by the constant defeat of the Asuras, Mahishasura decided to perform a tapasaya (a long penance) to please the Devas.",?????? ?? ?????? ????? ?? ??????? ???? ???????? ?? ????? ?? ??????? ???? ?? ??? ?????? ???? ?? ?????? ?????,"[90, 90, 69, 76]",81.25,"[0.10844457902530406, 0.17855383580414114, -0.32646996489773544, 0.164051735724118]",0.031145046,0.668022752
615,The stone slab that is decorated with a niche capped by an arch formed by makaras spouting lotus stalks and crowned by a kirttimukha motif.,????? ?? ????? ???? ?? ?????? ?? ????? ??? ?? ?? ??? ?? ???? ?? ????? ???? ????? ?????? ??????? ?? ?? ?? ????????? ????? ?????? ??? ?????? ??? ???,"[85, 95, 78, 70]",82,"[-0.32189105202748813, 0.6151157815355373, 0.5969208849072981, -0.3744112918167498]",0.128933581,0.510781527
616,"When the instrument is moved rapidly, the balls hit the stretched skin, and make the rhythmic sound.","?? ????? ?? ???? ?? ??????????? ???? ???? ??, ?? ?????? ????? ??? ????? ?? ?????? ???, ?? ?????? ????? ???? ????","[85, 80, 78, 75]",79.5,"[-0.32189105202748813, -0.694570055658651, 0.5969208849072981, 0.07430789780064002]",-0.086308081,0.675504029
617,"Caves 27, 28 and 29","?????? 27,28 ?? 29","[95, 90, 76, 83]",86,"[0.5387802100780963, 0.17855383580414114, 0.39172291828395733, 0.7922586011884638]",0.475328891,0.732189119
618,It was discovered during excavations carried out between 1900 and 1910.,???? ??? 1900 ?? 1910 ?? ??? ?? ?? ????? ?? ????? ?? ?? ???,"[95, 95, 77, 75]",85.5,"[0.5387802100780963, 0.6151157815355373, 0.4943219015956277, 0.07430789780064002]",0.430631448,0.660443962
619,"Standing in pro?le, this ri?eman from “Burma Ri?es” reveals Luker’s artistic genius.",""""" ""????? ???????"" ""?? ?? ????????? ?? ???? ?? ??????? ??????? ?? ????? ???? ???""","[60, 65, 87, 50]",65.5,"[-2.473569207291449, -2.0042558928528393, 1.5203117347123316, -2.169288050286309]",-1.281700354,0.561387122
620,An abundance of food joints adorn the streets here.,???? ?? ?????? ?? ????-???? ?? ??????? ?? ????? ???,"[95, 100, 69, 90]",88.5,"[0.5387802100780963, 1.0516777272669333, -0.32646996489773544, 1.4204654666528096]",0.67111336,0.759595454
621,"It is celebrated in the Mithila region of Bihar every year during the auspicious month of Shravan (Rainy season), the chief components of the festival are folklore, rituals, craftsmanship and performing arts.","?? ?? ??? ????? ?? ?????? ??????? ??? ?????? ?? ?????? ????? (????? ?? ????) ?? ????? ????? ???? ??, ??????? ?? ????? ??? ????????, ????????, ????? ???? ?? ???????? ??? ????","[100, 100, 69, 71]",85,"[0.9691158411308884, 1.0516777272669333, -0.32646996489773544, -0.28466745389327186]",0.352414037,0.700631022
622,"Such women frequently entered royal harems an example being Udaipuri Bai, the mother of Kam Bakhs but they were expected to know their place and stay there.","??? ??????? ????? ???? ????? ??? ?????? ???? ???-?????? ?? ??? ??? ????? ?? ??? ??????? ???, ????? ???? ?????? ?? ???? ?? ?? ?? ???? ????? ?? ????? ?? ???? ?????","[80, 80, 68, 78]",76.5,"[-0.7522266830802803, -0.694570055658651, -0.42906894820940583, 0.3435394115710739]",-0.383081569,0.690336466
623,"Palani Hills Wildlife Sanctuary and National Park, Tamil Nadu","????? ????? ??????? ???????? ?? ????????? ??????, ????????","[100, 100, 76, 75]",87.75,"[0.9691158411308884, 1.0516777272669333, 0.39172291828395733, 0.07430789780064002]",0.621706096,0.765672982
624,Usually she was expected to follow her dead husband to the other world by immolating herself on the funeral pyre of her husband.,????? ?? ???? ??????? ?? ???? ?? ?? ?? ???? ??? ?? ???? ?? ??????? ???? ???? ??? ??? ?? ????-???? ????? ?????? ??? ????,"[100, 90, 68, 86]",86,"[0.9691158411308884, 0.17855383580414114, -0.42906894820940583, 1.0614901149588978]",0.445022711,0.709935725
625,"There are carved panels as well as medallions, with many scenes similar to those of the contemporary Sunga railings at Bharhut (150 BCE) and Sanchi (115 BCE), although the reliefs at Sanchi Stupa No.2 are often considered as the oldest of all.","????? (150 ??? ?????) ?? ????? (115 ??? ?????) ??? ??????? ????? ?????? ?? ???? ?? ??????? ?? ??? ?????????? ???? ?? ??? ?? ???, ??????? ????? ????? ?????? 2 ?? ??????? ?? ????? ???? ?????? ???? ???? ???","[90, 85, 89, 92]",89,"[0.10844457902530406, -0.2580081099272549, 1.7255097013356724, 1.5999531424997655]",0.793974828,0.553279698
626,"Years later, the Junior Rani died leaving behind three sons Letter from the Chief Secretary, Fort St George to the Secretary, Government of India reporting the death of Elaya Raja, Travancore.","?????? ???, ?????? ???? ?? ?????? ?? ?? ?? ?? ???? ???? ??? ????? ?? ???? ???? ??, ?? ????? ????, ????? ???? ????? ?????? ????, ???? ????? ?? ???? ??? ??, ?????? ????????? ?? ????? ???? ?? ?????? ?? ??????? ?? ?? ???","[80, 70, 62, 60]",68,"[-0.7522266830802803, -1.5676939471214433, -1.0446628480794282, -1.2718496710515297]",-1.159108287,0.68452853
